Name,Platform,Year,Genre,Publisher,NA_ Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating,Total_Sales
Pure,X360,2008,Racing,Disney Interactive Studios,1.38,0.85,0.0,0.25,2.48,85.0,7.7,E,2.48
NBA 2K13,PS3,2012,Sports,Take-Two Interactive,1.72,0.44,0.05,0.27,2.48,88.0,7.2,E,2.48
NBA 2K14,X360,2013,Sports,Take-Two Interactive,2.1,0.2,0.0,0.17,2.47,87.0,4.9,E,2.47
Mario Party 4,GC,2002,Misc,Nintendo,1.13,0.36,0.92,0.07,2.47,70.0,7.4,E,2.4799999999999995
Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive,1.55,0.54,0.05,0.31,2.45,82.0,8.2,T,2.4499999999999997
Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios,1.44,0.73,0.04,0.22,2.44,82.0,8.1,M,2.43
Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,0.87,0.98,0.0,0.59,2.44,73.0,7.9,E10+,2.44
The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts,1.07,1.19,0.0,0.18,2.43,81.0,8.4,T,2.44
Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,1.56,0.61,0.02,0.23,2.42,82.0,7.8,M,2.42
pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment,0.29,1.18,0.54,0.41,2.42,77.0,6.8,E,2.42
Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari,1.63,0.22,0.51,0.06,2.41,66.0,8.2,T,2.42
ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment,2.07,0.26,0.0,0.08,2.41,82.0,8.4,E,2.41
Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts,0.69,0.0,0.04,1.68,2.41,62.0,6.2,E10+,2.41
Madden NFL 16,XOne,2015,Sports,Electronic Arts,2.07,0.08,0.0,0.26,2.4,83.0,5.9,E,2.41
Zumba Fitness,X360,2010,Sports,505 Games,1.74,0.48,0.0,0.18,2.39,42.0,5.5,E,2.4
Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment,1.07,0.87,0.04,0.4,2.39,76.0,7.7,T,2.38
Dead Island,X360,2011,Action,Deep Silver,1.48,0.71,0.0,0.2,2.39,71.0,6.9,M,2.39
Guitar Hero,PS2,2005,Misc,RedOctane,1.67,0.61,0.03,0.07,2.38,91.0,8.7,T,2.3799999999999994
LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,1.02,0.97,0.0,0.39,2.38,80.0,8.9,E10+,2.38
Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios,1.73,0.46,0.02,0.18,2.38,73.0,2.9,E10+,2.39
Bloodborne,PS4,2015,Action,Sony Computer Entertainment,1.0,0.76,0.26,0.36,2.38,92.0,8.6,M,2.38
NBA 2K15,PS4,2014,Sports,Take-Two Interactive,1.46,0.54,0.01,0.37,2.38,83.0,7.0,E,2.38
Madden NFL 11,PS3,2010,Sports,Electronic Arts,2.04,0.15,0.0,0.19,2.38,84.0,5.7,E,2.38
Madden NFL 08,X360,2007,Sports,Electronic Arts,2.18,0.01,0.0,0.18,2.37,78.0,7.8,E,2.37
Half-Life 2,PC,2004,Shooter,Vivendi Games,2.28,0.02,0.08,0.0,2.37,96.0,9.1,M,2.38
The Incredibles,PS2,2004,Action,THQ,0.96,1.08,0.04,0.3,2.37,62.0,7.6,T,2.38
Tony Hawk's Underground 2,PS2,2004,Sports,Activision,1.25,0.86,0.01,0.26,2.37,83.0,8.8,T,2.38
Madden NFL 10,PS3,2009,Sports,Electronic Arts,2.03,0.13,0.0,0.21,2.37,85.0,6.1,E,2.3699999999999997
Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios,1.38,0.74,0.02,0.22,2.36,66.0,6.5,E,2.3600000000000003
LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment,1.07,1.05,0.0,0.23,2.35,79.0,8.0,E10+,2.35
Midnight Club: Los Angeles,X360,2008,Racing,Take-Two Interactive,1.68,0.46,0.01,0.2,2.35,82.0,8.2,T,2.35
Skylanders SWAP Force,Wii,2013,Platform,Activision,1.32,0.83,0.0,0.2,2.34,83.0,5.7,E10+,2.35
WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ,0.92,0.0,0.01,1.41,2.34,71.0,7.2,T,2.34
Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom,1.08,0.7,0.34,0.21,2.34,84.0,8.4,M,2.33
The Sims 3,X360,2010,Simulation,Electronic Arts,1.27,0.86,0.0,0.2,2.33,86.0,7.6,T,2.33
The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo,1.14,0.54,0.47,0.17,2.32,89.0,9.0,E10+,2.32
NBA 2K16,XOne,2015,Sports,Take-Two Interactive,1.93,0.14,0.0,0.24,2.32,87.0,6.7,E10+,2.3099999999999996
James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts,0.85,1.06,0.09,0.32,2.31,84.0,9.1,T,2.32
LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment,1.24,0.85,0.0,0.21,2.3,80.0,7.6,E10+,2.3
Guild Wars 2,PC,2012,Action,NCSoft,0.95,1.06,0.0,0.29,2.3,90.0,7.9,T,2.3
Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo,0.95,0.54,0.62,0.18,2.3,68.0,8.2,E,2.29
Dead Island,PS3,2011,Action,Deep Silver,1.08,0.75,0.15,0.31,2.29,71.0,6.9,M,2.29
God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment,1.23,0.68,0.04,0.34,2.29,80.0,7.5,M,2.29
Need for Speed Underground 2,XB,2004,Racing,Electronic Arts,1.38,0.8,0.0,0.1,2.28,82.0,8.6,E,2.28
Pro Evolution Soccer 2010,PS3,2009,Sports,Konami Digital Entertainment,0.3,1.27,0.46,0.26,2.28,78.0,6.7,E,2.29
Just Dance 2015,Wii,2014,Misc,Ubisoft,1.11,0.98,0.0,0.2,2.28,75.0,6.6,E10+,2.29
FIFA Soccer 09,PS2,2008,Sports,Electronic Arts,0.38,0.07,0.01,1.82,2.28,87.0,7.5,E,2.2800000000000002
Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts,1.01,0.9,0.0,0.37,2.28,73.0,6.7,T,2.2800000000000002
Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,1.05,0.77,0.1,0.36,2.28,89.0,8.2,M,2.2800000000000002
Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo,1.12,0.39,0.64,0.12,2.27,75.0,5.6,E,2.2700000000000005
Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega,1.34,0.62,0.0,0.31,2.27,80.0,8.6,E10+,2.27
Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,1.07,0.92,0.04,0.24,2.27,74.0,5.7,E,2.2700000000000005
Kirby: Nightmare in Dream Land,GBA,2002,Platform,Nintendo,1.22,0.1,0.91,0.04,2.27,81.0,8.9,E,2.27
Wario Land 4,GBA,2001,Platform,Nintendo,0.9,0.73,0.54,0.09,2.26,88.0,8.9,E,2.26
Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,1.4,0.54,0.02,0.3,2.26,82.0,8.2,T,2.26
Resident Evil 4,Wii,2007,Action,Capcom,1.34,0.57,0.14,0.21,2.26,96.0,8.9,M,2.2600000000000002
Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,Capcom,0.62,0.44,1.06,0.13,2.25,84.0,9.0,M,2.25
Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25,87.0,9.4,E,2.25
Madden NFL 12,PS3,2011,Sports,Electronic Arts,1.93,0.15,0.0,0.17,2.25,78.0,5.9,E,2.25
Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo,0.67,0.41,1.05,0.11,2.25,84.0,8.6,T,2.2399999999999998
Dissidia: Final Fantasy,PSP,2008,Fighting,Square Enix,0.51,0.51,0.91,0.32,2.25,79.0,8.0,T,2.25
Sonic Advance,GBA,2001,Platform,Sega,1.19,0.71,0.22,0.13,2.24,87.0,8.1,E,2.25
Spyro: Season of Ice,GBA,2001,Platform,Vivendi Games,1.29,0.83,0.0,0.11,2.23,74.0,8.0,E,2.23
LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision,1.42,0.61,0.0,0.21,2.23,77.0,7.5,E10+,2.2399999999999998
New Super Luigi U,WiiU,2013,Platform,Nintendo,1.27,0.62,0.18,0.16,2.22,77.0,7.9,E,2.2300000000000004
Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft,0.88,1.03,0.0,0.31,2.22,92.0,8.8,T,2.22
Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,1.71,0.32,0.02,0.18,2.22,79.0,7.6,E10+,2.23
Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts,1.03,0.98,0.0,0.21,2.22,89.0,7.2,E10+,2.2199999999999998
BioShock 2,X360,2010,Shooter,Take-Two Interactive,1.45,0.55,0.02,0.19,2.21,88.0,8.2,M,2.21
Assassin's Creed IV: Black Flag,XOne,2013,Action,Ubisoft,1.47,0.55,0.0,0.19,2.21,88.0,8.1,M,2.21
Rock Band 2,X360,2008,Misc,Electronic Arts,1.78,0.24,0.0,0.18,2.2,92.0,8.3,T,2.2
Guitar Hero II,X360,2007,Misc,Activision,2.01,0.02,0.0,0.17,2.2,92.0,8.5,T,2.1999999999999997
Sonic Unleashed,Wii,2008,Platform,Sega,1.28,0.68,0.02,0.21,2.2,66.0,7.3,E10+,2.19
Pro Evolution Soccer 2012,PS3,2011,Action,Konami Digital Entertainment,0.34,0.97,0.55,0.33,2.19,80.0,6.6,E,2.19
Saints Row,X360,2006,Action,THQ,1.17,0.78,0.02,0.22,2.19,81.0,7.5,M,2.19
Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision,1.68,0.44,0.0,0.08,2.19,94.0,9.2,T,2.2
Donkey Kong Country,GB,2000,Platform,Nintendo,1.04,0.72,0.3,0.13,2.19,78.0,8.9,E,2.19
Hitman: Absolution,PS3,2012,Action,Square Enix,0.59,1.07,0.07,0.45,2.19,83.0,7.5,M,2.18
ATV Offroad Fury 2,PS2,2002,Racing,THQ,1.92,0.2,0.0,0.06,2.18,82.0,8.9,E,2.18
Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios,1.21,0.78,0.01,0.17,2.18,79.0,5.9,E,2.17
Madden NFL 25,X360,2013,Sports,Electronic Arts,1.97,0.07,0.0,0.13,2.18,80.0,5.6,E,2.17
Pokemon Ranger,DS,2006,Role-Playing,Nintendo,1.29,0.04,0.73,0.12,2.18,69.0,7.6,E,2.18
Final Fantasy XIII,X360,2010,Role-Playing,Square Enix,1.27,0.68,0.01,0.2,2.17,83.0,7.3,T,2.16
The Sims: House Party,PC,2001,Simulation,Electronic Arts,1.23,0.83,0.0,0.1,2.16,74.0,7.9,T,2.16
Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft,1.51,0.47,0.0,0.18,2.16,62.0,5.2,E,2.16
Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft,0.54,1.16,0.13,0.32,2.15,73.0,7.3,M,2.15
FIFA 15,XOne,2014,Sports,Electronic Arts,0.6,1.41,0.0,0.14,2.15,82.0,5.7,E,2.15
Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision,0.52,1.03,0.0,0.59,2.14,64.0,7.5,T,2.14
Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami Digital Entertainment,1.04,0.81,0.0,0.27,2.13,77.0,9.0,E,2.12
Tetris DS,DS,2006,Puzzle,Nintendo,0.64,0.07,1.35,0.08,2.13,84.0,8.7,E,2.14
Final Fantasy Tactics Advance,GBA,2003,Role-Playing,SquareSoft,0.82,0.37,0.89,0.05,2.13,87.0,7.8,E,2.13
Far Cry: Primal,PS4,2016,Action,Ubisoft,0.59,1.16,0.06,0.33,2.13,76.0,6.3,M,2.14
Final Fantasy III,DS,2006,Role-Playing,Square Enix,0.91,0.05,1.07,0.09,2.12,77.0,7.1,E10+,2.12
Project Gotham Racing,XB,2001,Racing,Microsoft Game Studios,1.37,0.61,0.05,0.09,2.12,85.0,8.2,E,2.1199999999999997
NBA 2K12,PS3,2011,Sports,Take-Two Interactive,1.61,0.27,0.05,0.18,2.11,90.0,7.7,E,2.1100000000000003
Borderlands,PS3,2009,Shooter,Take-Two Interactive,1.2,0.62,0.0,0.29,2.11,84.0,8.2,M,2.11
Tony Hawk's Pro Skater,N64,2000,Sports,Activision,1.68,0.4,0.0,0.03,2.11,92.0,9.2,T,2.11
Need for Speed: Hot Pursuit 2,PS2,2002,Racing,Electronic Arts,1.68,0.31,0.02,0.09,2.11,89.0,8.5,E,2.0999999999999996
Mario Sports Mix,Wii,2010,Sports,Nintendo,0.9,0.45,0.63,0.13,2.11,64.0,7.1,E,2.11
Dynasty Warriors 4,PS2,2003,Action,Tecmo Koei,0.63,0.21,1.13,0.13,2.11,78.0,9.3,T,2.0999999999999996
Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment,1.63,0.33,0.0,0.15,2.11,84.0,8.4,M,2.11
Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,Electronic Arts,1.77,0.13,0.02,0.18,2.1,72.0,7.8,E10+,2.1
Portal 2,X360,2011,Shooter,Valve Software,1.41,0.51,0.01,0.17,2.1,95.0,8.5,E10+,2.1
Devil May Cry 3: Dante's Awakening,PS2,2005,Action,Capcom,0.99,0.63,0.29,0.19,2.09,84.0,9.0,M,2.1
Dead Rising,X360,2006,Action,Capcom,1.16,0.65,0.08,0.2,2.09,85.0,7.6,M,2.0900000000000003
Finding Nemo,PS2,2003,Action,THQ,1.26,0.6,0.05,0.18,2.09,62.0,5.5,E,2.09
NBA 2K11,X360,2010,Action,Take-Two Interactive,1.84,0.12,0.01,0.13,2.09,89.0,8.1,E,2.1
The Sims 2: Pets,DS,2006,Simulation,Electronic Arts,0.92,0.94,0.0,0.22,2.09,49.0,5.2,E,2.08
Battlefield: Hardline,PS4,2015,Shooter,Electronic Arts,0.7,0.93,0.14,0.32,2.09,73.0,5.0,M,2.09
Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment,0.46,0.42,0.96,0.25,2.09,89.0,8.9,T,2.09
World of Warcraft: Cataclysm,PC,2010,Role-Playing,Activision,1.77,0.32,0.0,0.0,2.08,90.0,5.6,T,2.09
Tetris Worlds,PS2,2002,Puzzle,THQ,1.11,0.71,0.0,0.27,2.08,44.0,6.2,E,2.09
Need For Speed: Undercover,PS3,2008,Racing,Electronic Arts,0.63,1.02,0.05,0.39,2.08,59.0,5.9,T,2.09
Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,Konami Digital Entertainment,1.36,0.52,0.0,0.2,2.08,73.0,7.1,E10+,2.08
Mario Party 5,GC,2003,Misc,Nintendo,0.97,0.33,0.73,0.06,2.08,69.0,8.2,E,2.0900000000000003
Skate 3,PS3,2010,Sports,Electronic Arts,0.79,0.94,0.0,0.35,2.08,80.0,8.0,T,2.08
Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,Square Enix,0.63,0.42,0.75,0.26,2.07,82.0,8.6,E10+,2.06
UFC 2009 Undisputed,X360,2009,Fighting,THQ,1.48,0.39,0.0,0.19,2.07,83.0,7.9,T,2.06
Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games,0.75,0.54,0.54,0.23,2.07,89.0,8.7,M,2.06
Need for Speed: ProStreet,X360,2007,Racing,Electronic Arts,1.04,0.8,0.01,0.22,2.06,62.0,6.2,E10+,2.0700000000000003
The Sims 3,PS3,2010,Simulation,Electronic Arts,0.73,0.97,0.02,0.34,2.06,86.0,7.6,T,2.06
Tom Clancy's Splinter Cell: Conviction,X360,2010,Action,Ubisoft,1.2,0.63,0.04,0.19,2.06,83.0,5.2,M,2.06
The Incredibles,GBA,2004,Action,THQ,1.15,0.77,0.04,0.1,2.06,62.0,7.6,T,2.06
SoulCalibur II,PS2,2003,Fighting,Namco Bandai Games,1.06,0.62,0.13,0.25,2.06,92.0,8.8,T,2.06
Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,0.73,0.92,0.04,0.37,2.05,62.0,6.2,E10+,2.06
Carnival Games,DS,2008,Misc,Take-Two Interactive,1.23,0.64,0.0,0.19,2.05,56.0,6.0,E,2.06
NBA 2K14,PS3,2013,Sports,Take-Two Interactive,1.43,0.33,0.04,0.25,2.05,87.0,4.9,E,2.05
Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,Nintendo,1.16,0.06,0.83,0.0,2.05,62.0,8.1,E,2.05
Sonic Mega Collection,GC,2002,Misc,Infogrames,1.47,0.48,0.05,0.06,2.05,75.0,8.8,E,2.06
Diablo III,PS3,2013,Role-Playing,Activision,0.71,0.83,0.15,0.35,2.05,88.0,4.0,M,2.04
Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,Square Enix,1.11,0.27,0.53,0.14,2.04,75.0,7.8,E10+,2.0500000000000003
Dance Central 2,X360,2011,Misc,Microsoft Game Studios,1.45,0.42,0.01,0.16,2.04,86.0,8.2,T,2.04
Rayman Raving Rabbids: TV Party,Wii,2008,Misc,Ubisoft,0.73,1.09,0.0,0.23,2.04,73.0,7.7,E10+,2.0500000000000003
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,Sony Computer Entertainment,1.74,0.02,0.0,0.28,2.04,72.0,9.0,T,2.04
Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Action,Ubisoft,0.71,1.02,0.0,0.31,2.04,82.0,8.2,T,2.04
Donkey Kong Country,GBA,2003,Platform,Nintendo,1.2,0.48,0.29,0.07,2.04,78.0,8.9,E,2.04
Need for Speed: The Run,PS3,2011,Action,Electronic Arts,0.58,1.06,0.03,0.37,2.04,64.0,6.4,T,2.04
Madden NFL 15,PS4,2014,Sports,Electronic Arts,1.53,0.25,0.0,0.25,2.03,81.0,6.1,E,2.0300000000000002
Just Dance 3,X360,2011,Misc,Ubisoft,1.47,0.4,0.0,0.16,2.03,74.0,7.8,E10+,2.0300000000000002
NBA Live 2004,PS2,2003,Sports,Electronic Arts,1.57,0.18,0.0,0.27,2.03,86.0,7.7,E,2.02
Dead Space,PS3,2008,Action,Electronic Arts,1.05,0.67,0.0,0.3,2.02,88.0,8.8,M,2.02
Call of Duty 2,X360,2005,Shooter,Activision,1.81,0.05,0.01,0.15,2.02,89.0,8.1,T,2.02
Madden NFL 15,X360,2014,Sports,Electronic Arts,1.76,0.09,0.0,0.17,2.02,81.0,6.1,E,2.02
Forza Horizon,X360,2012,Racing,Microsoft Game Studios,0.82,0.98,0.04,0.18,2.02,85.0,8.4,T,2.02
TouchMaster,DS,2007,Puzzle,Midway Games,0.49,1.27,0.0,0.25,2.01,71.0,5.7,E10+,2.01
Tom Clancy's The Division,XOne,2016,Shooter,Ubisoft,1.2,0.62,0.0,0.18,2.01,80.0,7.0,M,1.9999999999999998
LEGO Marvel Super Heroes,PS3,2013,Action,Warner Bros. Interactive Entertainment,0.77,0.85,0.01,0.37,2.0,80.0,7.6,E10+,2.0
Fire Emblem: Awakening,3DS,2012,Role-Playing,Nintendo,0.89,0.45,0.53,0.13,2.0,92.0,9.1,T,2.0
DriveClub,PS4,2014,Racing,Sony Computer Entertainment,0.35,1.31,0.02,0.33,2.0,71.0,6.1,E,2.0100000000000002
Mortal Kombat vs. DC Universe,PS3,2008,Fighting,Midway Games,1.48,0.3,0.0,0.22,2.0,76.0,7.1,T,2.0
Harry Potter and the Chamber of Secrets,GBA,2002,Action,Electronic Arts,1.21,0.64,0.05,0.09,1.99,71.0,7.6,E,1.9900000000000002
Harry Potter and the Chamber of Secrets,PS,2002,Action,Electronic Arts,0.75,1.09,0.02,0.12,1.98,71.0,7.6,E,1.98
Battlefield 4,XOne,2013,Shooter,Electronic Arts,1.25,0.58,0.0,0.16,1.98,85.0,6.9,M,1.99
Resident Evil 6,X360,2012,Shooter,Capcom,1.11,0.63,0.07,0.16,1.98,74.0,5.4,M,1.9700000000000002
Dragon Age: Inquisition,PS4,2014,Role-Playing,Electronic Arts,0.72,0.86,0.08,0.32,1.97,89.0,7.4,M,1.9800000000000002
Sonic Classic Collection,DS,2010,Platform,Sega,0.99,0.8,0.0,0.18,1.97,70.0,7.5,E,1.97
Spyro: Enter the Dragonfly,PS2,2002,Platform,Universal Interactive,0.74,0.95,0.0,0.28,1.97,56.0,4.1,E,1.97
Call of Duty: World at War,Wii,2008,Shooter,Activision,1.2,0.59,0.0,0.19,1.97,84.0,7.6,M,1.98
Devil May Cry 2,PS2,2003,Action,Capcom,0.71,0.58,0.51,0.17,1.97,68.0,6.6,M,1.97
Burnout Paradise,PS3,2008,Racing,Electronic Arts,1.01,0.64,0.02,0.3,1.97,87.0,7.7,E10+,1.97
BioShock Infinite,X360,2013,Shooter,Take-Two Interactive,1.22,0.57,0.02,0.15,1.96,93.0,8.5,M,1.96
Hot Shots Golf: Open Tee,PSP,2004,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96,81.0,8.7,E10+,1.96
Kirby Squeak Squad,DS,2006,Platform,Nintendo,0.79,0.03,1.05,0.08,1.96,71.0,8.1,E,1.9500000000000002
Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,1.09,0.65,0.02,0.2,1.96,88.0,8.3,M,1.9600000000000002
Destiny,X360,2014,Shooter,Activision,1.3,0.49,0.0,0.16,1.95,76.0,6.1,T,1.95
Crash Nitro Kart,PS2,2003,Racing,Vivendi Games,0.74,1.01,0.0,0.2,1.95,69.0,7.7,E,1.95
Grand Theft Auto: San Andreas,XB,2005,Action,Take-Two Interactive,1.26,0.61,0.0,0.09,1.95,95.0,9.0,M,1.9600000000000002
NBA Street Vol. 2,PS2,2003,Sports,Electronic Arts,1.69,0.2,0.0,0.06,1.95,90.0,8.8,E,1.95
Def Jam Vendetta,PS2,2003,Fighting,Electronic Arts,0.95,0.74,0.0,0.25,1.94,80.0,8.9,T,1.94
FIFA Soccer 09,X360,2008,Sports,Electronic Arts,0.49,1.26,0.01,0.18,1.94,87.0,7.5,E,1.94
Dragon Ball Z: Budokai 3,PS2,2004,Fighting,Atari,1.09,0.15,0.65,0.04,1.94,77.0,8.9,T,1.9300000000000002
Tom Clancy's Ghost Recon,PS2,2002,Shooter,Ubisoft,1.42,0.4,0.0,0.12,1.94,63.0,8.3,M,1.94
X-Men Legends,PS2,2004,Role-Playing,Activision,1.0,0.72,0.0,0.21,1.93,79.0,8.5,T,1.93
Batman: Arkham Origins,X360,2013,Action,Warner Bros. Interactive Entertainment,1.15,0.61,0.0,0.17,1.93,76.0,7.7,T,1.9299999999999997
Guitar Hero: World Tour,PS3,2008,Misc,Activision,1.1,0.56,0.0,0.27,1.93,86.0,7.6,T,1.9300000000000002
Mortal Kombat vs. DC Universe,X360,2008,Fighting,Midway Games,1.53,0.24,0.0,0.16,1.93,76.0,7.1,T,1.93
Watch Dogs,PS3,2014,Action,Ubisoft,0.56,0.89,0.1,0.37,1.93,80.0,6.3,M,1.9200000000000004
Mario Super Sluggers,Wii,2008,Sports,Nintendo,1.51,0.0,0.29,0.12,1.93,69.0,7.8,E,1.92
Tomb Raider (2013),X360,2013,Action,Square Enix,0.86,0.87,0.01,0.17,1.92,86.0,8.5,M,1.91
Need for Speed: Shift,X360,2009,Racing,Electronic Arts,0.73,0.97,0.01,0.22,1.92,84.0,6.9,E,1.93
Monopoly,Wii,2008,Misc,Electronic Arts,0.87,0.85,0.0,0.2,1.92,70.0,7.8,E,1.92
Red Faction,PS2,2001,Shooter,THQ,0.76,0.96,0.0,0.2,1.92,88.0,8.0,M,1.92
The Sims: Makin' Magic,PC,2003,Simulation,Electronic Arts,1.03,0.8,0.0,0.09,1.92,80.0,8.6,T,1.9200000000000002
MX Unleashed,PS2,2004,Racing,THQ,0.94,0.73,0.0,0.25,1.92,80.0,9.2,E,1.92
Toy Story Mania!,Wii,2009,Misc,Disney Interactive Studios,1.06,0.67,0.0,0.18,1.92,49.0,6.6,E,1.91
Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,1.14,0.57,0.0,0.19,1.91,73.0,6.7,T,1.9
Game Party 2,Wii,2008,Misc,Midway Games,1.3,0.44,0.0,0.17,1.91,29.0,4.6,E,1.91
Destiny: The Taken King,PS4,2015,Shooter,Activision,0.77,0.78,0.04,0.31,1.91,86.0,6.0,T,1.9000000000000001
LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts,1.08,0.66,0.0,0.17,1.91,76.0,7.7,E10+,1.9100000000000001
Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,LucasArts,1.03,0.75,0.03,0.09,1.9,90.0,8.6,T,1.9000000000000001
Max Payne 3,PS3,2012,Shooter,Take-Two Interactive,0.59,0.92,0.06,0.32,1.9,87.0,7.8,M,1.8900000000000001
Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,0.73,0.91,0.03,0.22,1.89,80.0,6.2,E10+,1.8900000000000001
Madden NFL 09,PS3,2008,Sports,Electronic Arts,1.56,0.15,0.0,0.18,1.89,83.0,7.0,E,1.89
Mortal Kombat: Deception,PS2,2004,Fighting,Midway Games,0.92,0.72,0.0,0.24,1.88,81.0,8.5,M,1.8800000000000001
Star Fox Adventures,GC,2002,Adventure,Nintendo,0.96,0.53,0.3,0.09,1.87,82.0,7.7,T,1.8800000000000001
Dynasty Warriors 3,PS2,2001,Action,THQ,0.53,0.16,1.07,0.1,1.87,78.0,9.1,T,1.8600000000000003
Donkey Kong Country Returns,3DS,2013,Platform,Nintendo,0.73,0.62,0.4,0.12,1.87,87.0,8.6,E,1.87
Madden NFL 06,XB,2005,Sports,Electronic Arts,1.75,0.03,0.0,0.08,1.86,88.0,8.0,E,1.86
Shrek 2,PS2,2004,Platform,Activision,1.12,0.69,0.03,0.02,1.86,71.0,8.5,E,1.86
SingStar,PS2,2004,Misc,Sony Computer Entertainment,0.0,1.37,0.0,0.49,1.86,82.0,5.9,T,1.86
LittleBigPlanet 3,PS4,2014,Platform,Sony Computer Entertainment,0.64,0.92,0.01,0.29,1.86,79.0,7.1,E,1.86
NBA Live 2002,PS2,2001,Sports,Electronic Arts,0.91,0.71,0.0,0.24,1.86,70.0,7.4,E,1.86
Phineas and Ferb,DS,2009,Action,Disney Interactive Studios,1.34,0.37,0.0,0.15,1.86,80.0,4.5,E,1.8599999999999999
Mario Party: Island Tour,3DS,2013,Misc,Nintendo,0.61,0.59,0.55,0.11,1.85,57.0,6.3,E,1.86
Jak 3,PS2,2004,Platform,Sony Computer Entertainment,1.33,0.49,0.0,0.03,1.85,84.0,8.6,T,1.85
Rayman Raving Rabbids 2,Wii,2007,Misc,Ubisoft,0.83,0.82,0.0,0.2,1.85,67.0,8.3,E10+,1.8499999999999999
Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,Square Enix,1.26,0.18,0.35,0.06,1.85,76.0,7.9,E,1.85
inFAMOUS 2,PS3,2011,Action,Sony Computer Entertainment,1.05,0.49,0.08,0.23,1.85,83.0,8.4,T,1.85
Demon's Souls,PS3,2009,Role-Playing,Namco Bandai Games,0.97,0.34,0.35,0.18,1.84,89.0,8.9,M,1.84
NCAA Football 06,PS2,2005,Sports,Electronic Arts,1.53,0.05,0.0,0.25,1.84,87.0,8.5,E,1.83
